จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,ชื่อสกุล,พรรค,คะแนน
นครศรีธรรมราช,2,ตำบลกำแพงเซา,เมือง,9,3,475,329,460,329,304,6,19,131,5,นายจรยุทธ มาศบำรุง,ประชาชน,41
นครศรีธรรมราช,2,ตำบลกำแพงเซา,เมือง,9,3,475,329,460,329,304,6,19,131,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลกำแพงเซา,เมือง,9,3,475,329,460,329,304,6,19,131,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลกำแพงเซา,เมือง,9,3,475,329,460,329,304,6,19,131,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
นครศรีธรรมราช,2,ตำบลกำแพงเซา,เมือง,9,3,475,329,460,329,304,6,19,131,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,2
นครศรีธรรมราช,2,ตำบลกำแพงเซา,เมือง,9,3,475,329,460,329,304,6,19,131,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,219
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,12
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,83
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,4,นายเจริญ ชินวงศ์,กล้าธรรม,6
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,5,นายจรยุทธ มาศบำรุง,ประชาชน,30
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,7,นายปัญโน หวานนุรักษ์,พลวัต,3
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,1,1,671,416,660,416,360,17,39,244,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,129
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,9
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,57
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,4,นายเจริญ ชินวงศ์,กล้าธรรม,15
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,5,นายจรยุทธ มาศบำรุง,ประชาชน,49
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,10,6,566,294,540,294,267,11,16,246,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,168
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,15
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,50
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,4,นายเจริญ ชินวงศ์,กล้าธรรม,15
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,5,นายจรยุทธ มาศบำรุง,ประชาชน,47
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,11,6,562,335,540,335,301,12,22,205,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,289
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,14
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,140
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,4,นายเจริญ ชินวงศ์,กล้าธรรม,13
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,5,นายจรยุทธ มาศบำรุง,ประชาชน,29
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,5
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,5
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,12,7,867,518,820,518,497,12,9,302,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,263
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,39
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,119
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,4,นายเจริญ ชินวงศ์,กล้าธรรม,13
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,5,นายจรยุทธ มาศบำรุง,ประชาชน,73
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,8
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,8
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,13,8,873,585,820,585,524,20,41,235,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
